company_name,sector,state,city,phone,email,website,priority_score,pipeline_stage,last_contacted,outreach_channel
Eurospan Holdings Bhd,Furniture,Johor,Muar,,,https://www.eurospan.com.my,70,not_contacted,,
Jaycorp Bhd,Furniture,Johor,Muar,,,https://www.jaycorp.com.my,70,not_contacted,,
Ekovest Bhd,Construction,Kuala Lumpur,KL,,,https://www.ekovest.com.my,70,not_contacted,,
Kerjaya Prospek Group Bhd,Construction,Penang,Bayan Lepas,,,https://www.kerjaya.com,70,not_contacted,,
TAHPS Group Bhd (formerly TA Global),Construction,Kuala Lumpur,KL,,,https://www.tahps.com,70,not_contacted,,
Brahim's Holdings Bhd,Agriculture,Selangor,Shah Alam,,,https://www.brahims.com,70,not_contacted,,
Kim Loong Construction,Construction,Penang,,,,,70,not_contacted,,
Setia Awan Jihad Sdn Bhd,Construction,Selangor,,,,,70,not_contacted,,
KHG (M) Bhd,Agriculture,Penang,,,,,70,not_contacted,,
Leong Hup International,Agriculture,Selangor,,,,www.leonghup.com,70,not_contacted,,
Teo Seng Capital Bhd,Agriculture,Perak,,,,www.teoseng.com.my,70,not_contacted,,
Fima Corp Bhd,Agriculture,KL,,,,www.fima.com.my,70,not_contacted,,
Mudajaya Group Bhd,Construction,Selangor,,,,www.mudajaya.com,70,not_contacted,,
MTD ACPI Engineering Bhd,Construction,KL,,,,www.mtdacpi.com,70,not_contacted,,
Gadang Holdings Bhd,Construction,KL,,,,www.gadang.com.my,70,not_contacted,,
Mitrajaya Holdings Bhd,Construction,KL,,,,www.mitrajaya.com,70,not_contacted,,
Zelan Bhd,Construction,KL,,,,www.zelan.com,70,not_contacted,,
Naim Holdings Bhd,Construction,Sarawak,,,,www.naim.com.my,70,not_contacted,,
Sarawak Consolidated,Construction,Sarawak,,,,,70,not_contacted,,
Eco World Development,Construction,KL,,,,www.ecoworld.com.my,70,not_contacted,,
Mah Sing Group Bhd,Construction,KL,,,,www.mahsing.com.my,70,not_contacted,,
UEM Sunrise Bhd,Construction,KL,,,,www.uemsunrise.com,70,not_contacted,,
SP Setia Bhd,Construction,KL,,,,www.spsetia.com,70,not_contacted,,
IOI Properties Group,Construction,Selangor,,,,www.ioiproperties.com.my,70,not_contacted,,
Sunway Bhd,Construction,Selangor,,,,www.sunway.com.my,70,not_contacted,,
Econpile Holdings Bhd,Construction,KL,,,,www.econpile.com,70,not_contacted,,
Kimly Construction Sdn Bhd,Construction,Selangor,,,,,70,not_contacted,,
Haily Group Bhd,Construction,Johor,,,,www.haily.com.my,70,not_contacted,,
Bina Darulaman Bhd,Construction,Kedah,,,,www.bdb.com.my,70,not_contacted,,
JAKS Resources Bhd,Construction,KL,,,,www.jaks.com.my,70,not_contacted,,
Saliran Group Bhd,Construction,Sabah,,,,,70,not_contacted,,
Hock Hin Bros Sdn Bhd,Construction,Sarawak,,,,,70,not_contacted,,
Wee Hur Construction S/B,Construction,Sarawak,,,,,70,not_contacted,,
Sri Aman Construction,Construction,Sarawak,,,,,70,not_contacted,,
WCT Land Sdn Bhd,Construction,Sabah,,,,,70,not_contacted,,
Sime Darby Animal Nutrition,Agriculture,Selangor,,,,,70,not_contacted,,
Dinding Poultry Farm S/B,Agriculture,Perak,,,,,70,not_contacted,,
Tenaga Berjaya Sdn Bhd,Agriculture,Selangor,,,,,70,not_contacted,,
Sea Horse Fish Farm S/B,Agriculture,Johor,,,,,70,not_contacted,,
Green World Genetics S/B,Agriculture,Kedah,,,,,70,not_contacted,,
AYS Ventures Bhd,Construction,KL,,,,www.ays.com.my,70,not_contacted,,
PWF Corp Bhd,Agriculture,Johor,,,,www.pwf.com.my,70,not_contacted,,
Marine Harvest Malaysia,Agriculture,Johor,,,,,70,not_contacted,,
Aqua-Farm Sdn Bhd,Agriculture,Sabah,,,,,70,not_contacted,,
Blue Archipelago Bhd,Agriculture,Terengganu,,,,www.bluearchipelago.com,70,not_contacted,,
Fertilisers Malaysia S/B,Agriculture,Selangor,,,,,70,not_contacted,,
Pos Malaysia Bhd,Services,KL,,,,www.pos.com.my,65,not_contacted,,
Tiong Nam Logistics Holdings,Services,Selangor,,,,www.tiongnam.com.my,65,not_contacted,,
GD Express (GDEX) Bhd,Services,Selangor,,,,www.gdexpress.com,65,not_contacted,,
CJ Century Logistics Holdings,Services,Selangor,,,,www.cjcentury.com.my,65,not_contacted,,
Tasco Bhd,Services,KL,,,,www.tasco.com.my,65,not_contacted,,
FM Global Logistics,Services,KL,,,,www.fmglobal.com.my,65,not_contacted,,
ITL Bhd,Services,KL,,,,www.itl.com.my,65,not_contacted,,
MMC Port Holdings,Services,KL,,,,www.mmcport.com.my,65,not_contacted,,
Northport (M) Bhd,Services,Selangor,,,,www.northport.com.my,65,not_contacted,,
Westports Holdings Bhd,Services,Selangor,,,,www.westports.com.my,65,not_contacted,,
Bintulu Port Holdings,Services,Sarawak,,,,www.bintuluport.com.my,65,not_contacted,,
Suria KLCC,Services,KL,,,,www.suriaklcc.com.my,65,not_contacted,,
KLCC Holdings,Services,KL,,,,www.klcc.com.my,65,not_contacted,,
Shangri-La Hotels (M) Sdn Bhd,Hospitality,KL,,,,www.shangri-la.com,65,not_contacted,,
InterContinental KL,Hospitality,KL,,,,www.ihg.com,65,not_contacted,,
The Ritz-Carlton KL,Hospitality,KL,,,,www.ritzcarlton.com,65,not_contacted,,
Berjaya Hotels & Resorts,Hospitality,KL,,,,www.berjayahotel.com,65,not_contacted,,
YTL Hotels & Properties,Hospitality,KL,,,,www.ytlhotels.com,65,not_contacted,,
Tanjung Aru Development,Hospitality,Sabah,,,,www.tanjungaru.com,65,not_contacted,,
Resorts World Genting,Hospitality,Pahang,,,,www.rwgenting.com,65,not_contacted,,
UEM Edgenta Bhd,Services,KL,,,,www.uemedgenta.com,65,not_contacted,,
Radicare (M) Sdn Bhd,Services,KL,,,,www.radicare.com.my,65,not_contacted,,
Sedafiat Sdn Bhd,Services,KL,,,,www.sedafiat.com.my,65,not_contacted,,
Tunas Manja Sdn Bhd,Services,Selangor,,,,,65,not_contacted,,
ILBS Sdn Bhd,Services,KL,,,,www.ilbs.com.my,65,not_contacted,,
Dorsett Hospitality International,Hospitality,KL,,,,www.dorsett.com.my,65,not_contacted,,
KSL Holdings Bhd,Hospitality,Johor,,,,www.ksl.com.my,65,not_contacted,,
Magnum Bhd,Hospitality,KL,,,,www.magnum.com.my,65,not_contacted,,
Landmarks Bhd,Hospitality,KL,,,,www.landmarks.com.my,65,not_contacted,,
Talisman Hospitality,Hospitality,KL,,,,,65,not_contacted,,
HSS Engineers Bhd,Services,KL,,,,www.hsseng.com,65,not_contacted,,
IJM Land Bhd,Services,Selangor,,,,www.ijmland.com,65,not_contacted,,
Dayang Enterprise Holdings,Services,Sarawak,,,,www.dayang.com.my,65,not_contacted,,
Deleum Bhd,Services,Sarawak,,,,www.deleum.com,65,not_contacted,,
Carimin Petroleum Bhd,Services,KL,,,,www.carimin.com.my,65,not_contacted,,
Barakah Offshore Petroleum,Services,KL,,,,www.barakah.com.my,65,not_contacted,,
Sapura Energy Bhd,Services,KL,,,,www.sapuraenergy.com,65,not_contacted,,
Velesto Energy Bhd,Services,KL,,,,www.velesto.com,65,not_contacted,,
Dialog Group Bhd,Services,KL,,,,www.dialogasia.com,65,not_contacted,,
Serba Dinamik Holdings,Services,Selangor,,,,www.serbadinamik.com,65,not_contacted,,
GSDL Logistics Sdn Bhd,Services,Selangor,,,,,65,not_contacted,,
Swift Haulage Bhd,Services,Selangor,,,,www.swift-haulage.com,65,not_contacted,,
Lingkaran Trans Kota Holdings,Services,KL,,,,www.litrak.com.my,65,not_contacted,,
Puncak Niaga Holdings Bhd,Services,Selangor,,,,www.puncakniaga.com.my,65,not_contacted,,
Salcon Bhd,Services,KL,,,,www.salcon.com.my,65,not_contacted,,
Taliworks Corp Bhd,Services,KL,,,,www.taliworks.com.my,65,not_contacted,,
YTL Corp Bhd,Services,KL,,,,www.ytl.com.my,65,not_contacted,,
Tenaga Nasional Bhd,Services,KL,,,,www.tnb.com.my,65,not_contacted,,
Malakoff Corp Bhd,Services,KL,,,,www.malakoff.com.my,65,not_contacted,,
Kumpulan Perangsang Selangor,Services,Selangor,,,,www.kps.com.my,65,not_contacted,,
Pestech International Bhd,Services,Selangor,,,,www.pestech.com.my,65,not_contacted,,
Flowerbase Hospitality,Hospitality,KL,,,,,65,not_contacted,,
Philea Resort Sdn Bhd,Hospitality,Malacca,,,,,65,not_contacted,,
A'Famosa Resort Sdn Bhd,Hospitality,Malacca,,,,,65,not_contacted,,
Avillion Hotel Group,Hospitality,Selangor,,,,www.avillion.com,65,not_contacted,,
Hotel Equatorial Malaysia,Hospitality,KL,,,,www.equatorial.com.my,65,not_contacted,,
The Andaman Resort,Hospitality,Kedah,,,,,65,not_contacted,,
Datai Bay Resort,Hospitality,Kedah,,,,,65,not_contacted,,
Four Seasons Resort Langkawi,Hospitality,Kedah,,,,www.fourseasons.com,65,not_contacted,,
St Regis KL,Hospitality,KL,,,,www.marriott.com,65,not_contacted,,
KUB Malaysia Bhd,Services,KL,,,,www.kub.com.my,65,not_contacted,,
U-Right Maintenance S/B,Services,KL,,,,,65,not_contacted,,
Prestige Facilities S/B,Services,Selangor,,,,,65,not_contacted,,
Sustain Solutions Sdn Bhd,Services,KL,,,,,65,not_contacted,,
Best Facilities Sdn Bhd,Services,KL,,,,,65,not_contacted,,
Landasan Mewah Sdn Bhd,Services,Penang,,,,,65,not_contacted,,
Pembersihan Mewah S/B,Services,Johor,,,,,65,not_contacted,,
KPJ Healthcare Bhd,Services,KL,,,,www.kpjhealth.com.my,65,not_contacted,,
IHH Healthcare Bhd,Services,KL,,,,www.ihhhealthcare.com,65,not_contacted,,
TMC Life Sciences Bhd,Services,Selangor,,,,www.tmc.com.my,65,not_contacted,,
Island Hospital Sdn Bhd,Services,Penang,,,,www.islandhospital.com,65,not_contacted,,
Loh Guan Lye Specialist,Services,Penang,,,,www.lgl.com.my,65,not_contacted,,
Gleneagles Penang Sdn Bhd,Services,Penang,,,,www.gleneagles.com.my,65,not_contacted,,
Pantai Hospital KL Sdn Bhd,Services,KL,,,,www.pantai.com.my,65,not_contacted,,
Sunway Medical Centre,Services,Selangor,,,,www.sunwaymedical.com,65,not_contacted,,
Subang Jaya Medical Centre,Services,Selangor,,,,www.sjmc.com.my,65,not_contacted,,
Penang Adventist Hospital,Services,Penang,,,,www.pah.com.my,65,not_contacted,,
The Store Corp Bhd,Retail,Selangor,Shah Alam,,,,60,not_contacted,,
Parkson Holdings Bhd,Retail,Kuala Lumpur,KL,,,https://www.parkson.com.my,60,not_contacted,,
Padini Holdings Bhd,Retail,Selangor,Petaling Jaya,,,https://www.padini.com,60,not_contacted,,
B.I.G. (Ben's Independent Grocer),Retail,Selangor,Petaling Jaya,,,https://www.big.com.my,60,not_contacted,,
Lotus's Malaysia (formerly Tesco),Retail,Selangor,Petaling Jaya,,,https://www.lotusstores.my,60,not_contacted,,
Econsave Cash & Carry Sdn Bhd,Retail,Selangor,Klang,,,https://www.econsave.com.my,60,not_contacted,,
KK Supermart & Superstore Sdn Bhd,Retail,Kuala Lumpur,KL,,,https://www.kksupermart.com,60,not_contacted,,
Resorts World Langkawi,Hospitality,Kedah,Langkawi,,,https://www.rwlangkawi.com,60,not_contacted,,
Hilton Malaysia,Hospitality,Various,Various,,,https://www.hilton.com,60,not_contacted,,
Marriott International Malaysia,Hospitality,Various,Various,,,https://www.marriott.com,60,not_contacted,,
Cleaning Service Management Sdn Bhd,Services,Selangor,Petaling Jaya,,,,60,not_contacted,,
UCS Cleaning Services,Services,Selangor,Shah Alam,,,,60,not_contacted,,
Securiforce Sdn Bhd,Security,Kuala Lumpur,KL,,,,60,not_contacted,,
Securexpert Sdn Bhd,Security,Selangor,Petaling Jaya,,,,60,not_contacted,,
ADT Securitas,Security,Selangor,Petaling Jaya,,,,60,not_contacted,,
Gardaworld Malaysia,Security,Selangor,Petaling Jaya,,,https://www.garda.com,60,not_contacted,,
Mah Sing Group (Platinum Sentral),Property,Kuala Lumpur,KL,,,https://www.mahsing.com,60,not_contacted,,
Sp Setia Bhd,Property,Selangor,Shah Alam,,,https://www.spsetia.com,60,not_contacted,,
Eco World Development Group,Property,Selangor,Petaling Jaya,,,https://www.ecoworld.com.my,60,not_contacted,,
Securexcel Sdn Bhd,Security,Selangor,,,,www.securexcel.com.my,55,not_contacted,,
Guardforce Malaysia,Security,KL,,,,www.guardforce.com.my,55,not_contacted,,
7 Days Security Sdn Bhd,Security,KL,,,,,55,not_contacted,,
Wan SH Sam Security,Security,KL,,,,,55,not_contacted,,
Bengkel Sekuriti Sdn Bhd,Security,Selangor,,,,,55,not_contacted,,
Bidar Security Sdn Bhd,Security,KL,,,,,55,not_contacted,,
Pertama Security Sdn Bhd,Security,Selangor,,,,,55,not_contacted,,
Matahari Security Sdn Bhd,Security,KL,,,,,55,not_contacted,,
Global Security Services,Security,Penang,,,,,55,not_contacted,,
Elite Security Services,Security,Johor,,,,,55,not_contacted,,
Prestige Pillar Industries Sdn Bhd,Manufacturing,Selangor,Klang,,,,50,not_contacted,,
Eonmetall Group Bhd,Manufacturing,Kedah,Kulim,,,,50,not_contacted,,
YNH Property Bhd,Construction,Kuala Lumpur,KL,,,,50,not_contacted,,
Talam Transform Bhd,Construction,Kuala Lumpur,KL,,,,50,not_contacted,,
Java Corp Bhd,Manufacturing,Johor,Muar,,,,50,not_contacted,,
Ho Wah Genting Bhd,Manufacturing,Selangor,Shah Alam,,,,50,not_contacted,,
POH Packaging (M) Sdn Bhd,Manufacturing,Selangor,Shah Alam,,,,50,not_contacted,,
Kian Joo Can Factory Bhd,Manufacturing,Selangor,Shah Alam,,,,50,not_contacted,,
Malayan Flour Mills Bhd,Agriculture,Selangor,Petaling Jaya,,,,50,not_contacted,,
PLB Engineering Bhd,Construction,Penang,Butterworth,,,,50,not_contacted,,
Minply Holdings (M) Sdn Bhd,Furniture,Selangor,Klang,,,,50,not_contacted,,
Choo Bee Metal Industries Bhd,Manufacturing,Selangor,Klang,,,,50,not_contacted,,
Mieco Chipboard Bhd,Furniture,Selangor,Klang,,,,50,not_contacted,,
Evergreen Fibreboard Bhd,Furniture,Johor,Batu Pahat,,,,50,not_contacted,,
Daibochi Plastic & Packaging,Manufacturing,Selangor,Shah Alam,,,,50,not_contacted,,
Kossan Precision Components,Manufacturing,Selangor,Klang,,,,50,not_contacted,,
Leong Hup International Bhd,Agriculture,Selangor,Petaling Jaya,,,,50,not_contacted,,
Teo Guan Lee Corp Bhd,Manufacturing,Selangor,Klang,,,,50,not_contacted,,
Tiong Nam Logistics Holdings Bhd,Services,Selangor,Shah Alam,,,,50,not_contacted,,
CSC Steel Holdings Bhd,Manufacturing,Selangor,Petaling Jaya,,,,50,not_contacted,,
LBS Bina Group Bhd,Construction,Selangor,Petaling Jaya,,,,50,not_contacted,,
Lingkaran Trans Kota Holdings Bhd,Services,Selangor,Shah Alam,,,,50,not_contacted,,
Amaya Made Sdn Bhd,Furniture,Johor,Muar,,,,50,not_contacted,,
Sin Kee Furniture Sdn Bhd,Furniture,Johor,Muar,,,,50,not_contacted,,
Hock Tong Furniture Sdn Bhd,Furniture,Johor,Muar,,,,50,not_contacted,,
Quality Furniture (M) Sdn Bhd,Furniture,Johor,Muar,,,,50,not_contacted,,
Shin Yang Furniture Sdn Bhd,Furniture,Sarawak,Kuching,,,,50,not_contacted,,
Maju Furniture Industries Sdn Bhd,Furniture,Selangor,Seremban,,,,50,not_contacted,,
Thessa Furniture Sdn Bhd,Furniture,Johor,Batu Pahat,,,,50,not_contacted,,
Kian Furniture Industries Sdn Bhd,Furniture,Johor,Muar,,,,50,not_contacted,,
Comfort Gloves Bhd,Rubber,Perak,,,,www.comfortgloves.com,50,not_contacted,,
Boustead Holdings Bhd,Retail,KL,,,,www.boustead.com.my,50,not_contacted,,
Hap Seng Consolidated,Retail,KL,,,,www.hapseng.com.my,50,not_contacted,,
MCT Bhd,Retail,Selangor,,,,,50,not_contacted,,
TF Value-Mart Sdn Bhd,Retail,Johor,,,,www.tfvaluemart.com,50,not_contacted,,
Lotus's Malaysia,Retail,KL,,,,www.lotuss.com.my,50,not_contacted,,
Village Grocer,Retail,Selangor,,,,www.villagegrocer.com.my,50,not_contacted,,
Jaya Grocer,Retail,Selangor,,,,www.jayagrocer.com.my,50,not_contacted,,
Hero Market Sdn Bhd,Retail,Selangor,,,,,50,not_contacted,,
Pasaraya OTK Sdn Bhd,Retail,Perak,,,,,50,not_contacted,,
Billion Supermarket S/B,Retail,Sarawak,,,,,50,not_contacted,,
Hock Lee Supermarket,Retail,Sabah,,,,,50,not_contacted,,
Servay Hypermarket,Retail,Sabah,,,,,50,not_contacted,,
Gamuda Land Sdn Bhd,Property,Selangor,,,,www.gamudaland.com.my,50,not_contacted,,
Selangor Dredging Bhd,Property,KL,,,,www.sdb.com.my,50,not_contacted,,
Bukit Kiara Properties,Property,KL,,,,,50,not_contacted,,
Eastern & Oriental Bhd,Property,Penang,,,,www.eo.com.my,50,not_contacted,,
Plenitude Bhd,Property,KL,,,,www.plenitude.com.my,50,not_contacted,,
Tropicana Corp Bhd,Property,Selangor,,,,www.tropicana.com.my,50,not_contacted,,
MKH Bhd,Property,Selangor,,,,www.mkh.com.my,50,not_contacted,,
Hoe Leong Corp Bhd,Property,Selangor,,,,,50,not_contacted,,
Amcorp Properties Bhd,Property,KL,,,,www.amcorpproperties.com,50,not_contacted,,
IGB Corp Bhd,Property,KL,,,,www.igb.com.my,50,not_contacted,,
KLCC Property Holdings,Property,KL,,,,www.klcc.com.my,50,not_contacted,,
Eco World International,Property,KL,,,,www.ecoworldinternational.com,50,not_contacted,,
Matrix Concepts Holdings,Property,Negeri Sembilan,,,,www.matrixconcepts.com,50,not_contacted,,
Tambun Indah Land Bhd,Property,Penang,,,,www.tambunindah.com,50,not_contacted,,
Hunza Properties Bhd,Property,Penang,,,,www.hunzaproperties.com,50,not_contacted,,
Paramount Corp Bhd,Property,Selangor,,,,www.paramount.com.my,50,not_contacted,,
Titijaya Land Bhd,Property,KL,,,,www.titijaya.com.my,50,not_contacted,,
Hap Seng Land Sdn Bhd,Property,KL,,,,,50,not_contacted,,
GuocoLand Malaysia,Property,KL,,,,www.guocoland.com.my,50,not_contacted,,
UOA Development Bhd,Property,KL,,,,www.uoa.com.my,50,not_contacted,,
Pavilion REIT,Property,KL,,,,www.pavilion-reit.com,50,not_contacted,,
Sunway REIT,Property,Selangor,,,,www.sunwayreit.com,50,not_contacted,,
KLCC REIT,Property,KL,,,,www.klcc-reit.com,50,not_contacted,,
IGB REIT,Property,KL,,,,www.igbreit.com,50,not_contacted,,
YTL Hospitality REIT,Property,KL,,,,www.ytlhospitalityreit.com,50,not_contacted,,
Axis REIT,Property,KL,,,,www.axis-reit.com,50,not_contacted,,
LBS REIT,Property,Selangor,,,,,50,not_contacted,,
DKSH Malaysia Sdn Bhd,Services,KL,,,,www.dksh.com.my,50,not_contacted,,
IGB Bhd,Property,KL,,,,www.igb.com.my,50,not_contacted,,
KIP REIT,Property,KL,,,,,50,not_contacted,,
AmanahRaya REIT,Property,KL,,,,,50,not_contacted,,
DNeX Bhd,Services,KL,,,,www.dnex.com.my,50,not_contacted,,
MyEG Services Bhd,Services,KL,,,,www.myeg.com.my,50,not_contacted,,
Cuscapi Bhd,Services,Selangor,,,,www.cuscapi.com,50,not_contacted,,
Silver Ridge Holdings,Services,KL,,,,,50,not_contacted,,
HeiTech Padu Bhd,Services,KL,,,,www.heitechpadu.com,50,not_contacted,,
