id,company_name,ssm_no,sector,subsector,state,city,address,website,phone,email,hr_contact,linkedin_url,employees_est,demand_signal,quota_signal,compliance_pressure,levy_tier,source_url,source_date,priority_score,notes,created_at
181,Altera Corp (M) Sdn Bhd,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
182,Avago Technologies (M) Sdn Bhd,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
183,Bosch Global Software Technologies,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
184,Broadcom Malaysia Sdn Bhd,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
185,Clare Electronics Sdn Bhd,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
186,Cypress Semiconductor Malaysia,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
187,Fairchild Semiconductor Malaysia,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
188,Flexronics Malaysia Sdn Bhd,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
189,Infineon Technologies (Kulim),,E&E,,Kedah,Kulim,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
190,Intel Microelectronics (M) Sdn Bhd,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
191,JinkoSolar Technology Sdn Bhd,,E&E,,Kedah,Kulim,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
192,KLA-Tencor (Malaysia) Sdn Bhd,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
193,Lumentum Operations Malaysia,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
194,Marvell Malaysia Sdn Bhd,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
195,Motorola Solutions Malaysia,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
196,National Instruments Malaysia,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
197,Nidec Malaysia Sdn Bhd,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
198,Nordson Electronics Solutions,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
199,Paramit Malaysia Sdn Bhd,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
200,Rohm-Wako Electronics (M) Sdn Bhd,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
201,Sanken Electric (M) Sdn Bhd,,E&E,,Selangor,Shah Alam,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
202,Shinko Electric Industries (M) Sdn Bhd,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
203,TDK Malaysia Sdn Bhd,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
204,Teradyne (M) Sdn Bhd,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
205,Universal Instruments (M) Sdn Bhd,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
206,Vitrox Corp Bhd,,E&E,,Penang,Bayan Lepas,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
207,X-FAB Semiconductor Foundries,,E&E,,Sarawak,Kuching,,,,,,,,,,MNC - strict RBA/CBP compliance likely,"RM1,850/yr",Penang Free Industrial Zone,2026-07-17,80.0,E&E MNC in industrial zone. Foreign worker demand likely.,2026-07-17 00:53:54
358,UWC Bhd,,E&E,precision,Penang,,,www.uwc.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,80.0,,2026-07-17 02:12:59
453,Panasonic Manufacturing M'sia,,E&E,electronics,Selangor,,,www.panasonic.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,80.0,,2026-07-17 02:13:36
454,Samsung Malaysia Electronics,,E&E,electronics,Selangor,,,www.samsung.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,80.0,,2026-07-17 02:13:36
455,Sharp Electronics Malaysia,,E&E,electronics,Selangor,,,www.sharp.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,80.0,,2026-07-17 02:13:36
456,Daikin Malaysia Sdn Bhd,,E&E,ac,Selangor,,,www.daikin.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,80.0,,2026-07-17 02:13:36
457,Panasonic Air-Con M'sia,,E&E,ac,Selangor,,,,,,,,,,,,RM1850,manual_add,2026-07-17,80.0,,2026-07-17 02:13:36
458,Gree Electric Malaysia,,E&E,ac,Selangor,,,,,,,,,,,,RM1850,manual_add,2026-07-17,80.0,,2026-07-17 02:13:36
459,LG Electronics Malaysia,,E&E,electronics,Selangor,,,www.lg.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,80.0,,2026-07-17 02:13:36
460,Sony Malaysia Sdn Bhd,,E&E,electronics,Selangor,,,www.sony.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,80.0,,2026-07-17 02:13:36
137,TAHPS Group Bhd,,Construction,,Kuala Lumpur,KL,,https://www.tahps.com,,,,,1000.0,,,Govt projects - strict compliance required,"RM1,850/yr",https://www.cidb.gov.my/,2026-07-17,75.0,Construction - govt project contractor. Foreign workers for infrastructure.,2026-07-17 00:53:54
138,MTD Group,,Construction,,Kuala Lumpur,KL,,https://www.mtdgroup.com,,,,,2000.0,,,Govt projects - strict compliance required,"RM1,850/yr",https://www.cidb.gov.my/,2026-07-17,75.0,Construction - govt project contractor. Foreign workers for infrastructure.,2026-07-17 00:53:54
139,Mahanagroup,,Construction,,Kuala Lumpur,KL,,https://www.mahanagroup.com,,,,,1000.0,,,Govt projects - strict compliance required,"RM1,850/yr",https://www.cidb.gov.my/,2026-07-17,75.0,Construction - govt project contractor. Foreign workers for infrastructure.,2026-07-17 00:53:54
140,UEM Group Bhd,,Construction,,Kuala Lumpur,KL,,https://www.uem.com.my,,,,,3000.0,,,Govt projects - strict compliance required,"RM1,850/yr",https://www.cidb.gov.my/,2026-07-17,75.0,Construction - govt project contractor. Foreign workers for infrastructure.,2026-07-17 00:53:54
141,Pembinaan Kuantiti Sdn Bhd,,Construction,,Selangor,Shah Alam,,,,,,,500.0,,,Govt projects - strict compliance required,"RM1,850/yr",https://www.cidb.gov.my/,2026-07-17,75.0,Construction - govt project contractor. Foreign workers for infrastructure.,2026-07-17 00:53:54
142,Pembinaan Yap Sin Sdn Bhd,,Construction,,Selangor,Klang,,,,,,,500.0,,,Govt projects - strict compliance required,"RM1,850/yr",https://www.cidb.gov.my/,2026-07-17,75.0,Construction - govt project contractor. Foreign workers for infrastructure.,2026-07-17 00:53:54
143,Bina Puri Holdings Bhd,,Construction,,Kuala Lumpur,KL,,https://www.binapuri.com,,,,,1000.0,,,Govt projects - strict compliance required,"RM1,850/yr",https://www.cidb.gov.my/,2026-07-17,75.0,Construction - govt project contractor. Foreign workers for infrastructure.,2026-07-17 00:53:54
144,Hock Heng Seng Construction,,Construction,,Johor,Johor Bahru,,,,,,,500.0,,,Govt projects - strict compliance required,"RM1,850/yr",https://www.cidb.gov.my/,2026-07-17,75.0,Construction - govt project contractor. Foreign workers for infrastructure.,2026-07-17 00:53:54
145,Loh & Loh Construction Bhd,,Construction,,Kuala Lumpur,KL,,https://www.lohloh.com,,,,,1000.0,,,Govt projects - strict compliance required,"RM1,850/yr",https://www.cidb.gov.my/,2026-07-17,75.0,Construction - govt project contractor. Foreign workers for infrastructure.,2026-07-17 00:53:54
146,Muhibbah Engineering (M) Bhd,,Construction,,Selangor,Petaling Jaya,,https://www.muhibbah.com,,,,,1000.0,,,Govt projects - strict compliance required,"RM1,850/yr",https://www.cidb.gov.my/,2026-07-17,75.0,Construction - govt project contractor. Foreign workers for infrastructure.,2026-07-17 00:53:54
147,HSL Engineering,,Construction,,Sarawak,Kuching,,,,,,,500.0,,,Govt projects - strict compliance required,"RM1,850/yr",https://www.cidb.gov.my/,2026-07-17,75.0,Construction - govt project contractor. Foreign workers for infrastructure.,2026-07-17 00:53:54
148,Pintaras Jaya Bhd,,Construction,,Selangor,Petaling Jaya,,https://www.pintaras.com.my,,,,,800.0,,,Govt projects - strict compliance required,"RM1,850/yr",https://www.cidb.gov.my/,2026-07-17,75.0,Construction - govt project contractor. Foreign workers for infrastructure.,2026-07-17 00:53:54
149,GDB Holdings Bhd,,Construction,,Selangor,Petaling Jaya,,https://www.gdb.com.my,,,,,800.0,,,Govt projects - strict compliance required,"RM1,850/yr",https://www.cidb.gov.my/,2026-07-17,75.0,Construction - govt project contractor. Foreign workers for infrastructure.,2026-07-17 00:53:54
150,AZRB Bhd,,Construction,,Kuala Lumpur,KL,,https://www.azrb.com.my,,,,,500.0,,,Govt projects - strict compliance required,"RM1,850/yr",https://www.cidb.gov.my/,2026-07-17,75.0,Construction - govt project contractor. Foreign workers for infrastructure.,2026-07-17 00:53:54
151,TRC Synergy Bhd,,Construction,,Kuala Lumpur,KL,,https://www.trc.com.my,,,,,500.0,,,Govt projects - strict compliance required,"RM1,850/yr",https://www.cidb.gov.my/,2026-07-17,75.0,Construction - govt project contractor. Foreign workers for infrastructure.,2026-07-17 00:53:54
152,Perak Transit Bhd,,Construction,,Perak,Ipoh,,https://www.peraktransit.com,,,,,300.0,,,Govt projects - strict compliance required,"RM1,850/yr",https://www.cidb.gov.my/,2026-07-17,75.0,Construction - govt project contractor. Foreign workers for infrastructure.,2026-07-17 00:53:54
208,Celestica Malaysia Sdn Bhd,,E&E,,Johor,Senai,,,,,,,,,,,"RM1,850/yr",Johor industrial zones,2026-07-17,75.0,E&E in Johor industrial zone.,2026-07-17 00:53:54
210,Sanmina Malaysia Sdn Bhd,,E&E,,Johor,Johor Bahru,,,,,,,,,,,"RM1,850/yr",Johor industrial zones,2026-07-17,75.0,E&E in Johor industrial zone.,2026-07-17 00:53:54
211,Kitacon Group Bhd,,Construction,,Johor,Johor Bahru,,,,,,,,,,,"RM1,850/yr",Johor industrial zones,2026-07-17,75.0,Construction in Johor industrial zone.,2026-07-17 00:53:54
213,Liemy Corp Bhd,,Construction,,Johor,Johor Bahru,,,,,,,,,,,"RM1,850/yr",Johor industrial zones,2026-07-17,75.0,Construction in Johor industrial zone.,2026-07-17 00:53:54
214,PCB Factory (various),,Manufacturing,,Johor,Pasir Gudang,,,,,,,,,,,"RM1,850/yr",Johor industrial zones,2026-07-17,75.0,Manufacturing in Johor industrial zone.,2026-07-17 00:53:54
275,Malaysian Pacific Industries,,Manufacturing,semiconductor,Penang,,,www.mpi.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:05
276,Carlo Rino Group Bhd,,Manufacturing,fashion,KL,,,www.carlorino.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:05
277,Hup Seng Industries Bhd,,Manufacturing,food,Johor,,,www.hupseng.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:05
287,AEMulus Holdings Bhd,,Manufacturing,electronics,Penang,,,www.aemulus.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
288,K. Seng Seng Corp Bhd,,Manufacturing,metal,Johor,,,,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
289,Luster Industries Bhd,,Manufacturing,plastics,Selangor,,,www.luster.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
290,Dufu Technology Corp Bhd,,Manufacturing,precision,Penang,,,www.dufu.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
291,P.A. Resources Bhd,,Manufacturing,metal,Johor,,,www.paresources.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
292,Suiwah Corp Bhd,,Manufacturing,furniture,Johor,,,www.suiwah.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
293,Poh Huat Resources Bhd,,Manufacturing,furniture,Johor,,,www.pohhuat.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
294,Poh Kong Holdings Bhd,,Manufacturing,jewellery,Selangor,,,www.pohkong.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
295,Tomei Consolidated Bhd,,Manufacturing,jewellery,KL,,,www.tomei.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
296,Bonia Corp Bhd,,Manufacturing,fashion,KL,,,www.bonia.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
297,Magna Prima Bhd,,Manufacturing,fashion,KL,,,,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
299,Guan Chong Bhd,,Manufacturing,food,Johor,,,www.guanchong.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
300,Oriental Food Industries,,Manufacturing,food,Johor,,,www.ofi.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
301,Kawan Food Bhd,,Manufacturing,food,Selangor,,,www.kawanfood.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
302,Ajinomoto (M) Bhd,,Manufacturing,food,KL,,,www.ajinomoto.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
303,Nestle (M) Bhd,,Manufacturing,food,Selangor,,,www.nestle.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
304,F&N Holdings Bhd,,Manufacturing,beverages,KL,,,www.fn.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
305,Carlsberg Brewery M'sia,,Manufacturing,beverages,Selangor,,,www.carlsberg.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
306,Heineken Malaysia Bhd,,Manufacturing,beverages,Selangor,,,www.heinekenmalaysia.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
307,Dutch Lady Milk Industries,,Manufacturing,dairy,Selangor,,,www.dutchlady.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
308,Fraser & Neave Holdings,,Manufacturing,beverages,KL,,,www.fn.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
309,Spritzer Bhd,,Manufacturing,beverages,Perak,,,www.spritzer.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
310,Power Root Bhd,,Manufacturing,beverages,Johor,,,www.powerroot.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
311,AHB Holdings Bhd,,Manufacturing,furniture,Selangor,,,,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
312,Lingui Developments Bhd,,Manufacturing,wood,Sarawak,,,,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
313,WTK Holdings Bhd,,Manufacturing,wood,Sarawak,,,www.wtk.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
314,Subur Tiasa Holdings Bhd,,Manufacturing,wood,Sarawak,,,www.suburtiasa.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
315,Jaya Tiasa Holdings Bhd,,Manufacturing,wood,Sarawak,,,www.jayatiasa.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
323,Petronas Chemicals Group,,Manufacturing,chemicals,KL,,,www.petronas.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
324,Lotte Chemical Titan,,Manufacturing,chemicals,Johor,,,www.lottechem.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
325,Press Metal Aluminium,,Manufacturing,metal,Sarawak,,,www.pressmetal.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
326,Southern Steel Bhd,,Manufacturing,metal,Penang,,,www.southernsteel.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
327,Malaysia Steel Works,,Manufacturing,metal,Selangor,,,www.masteel.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
328,Ann Joo Resources Bhd,,Manufacturing,metal,Penang,,,www.annjoo.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
329,Choo Bee Metal Industries,,Manufacturing,metal,Selangor,,,www.choobee.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
330,Lion Industries Corp,,Manufacturing,metal,KL,,,www.lionind.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
331,CSC Steel Holdings,,Manufacturing,metal,Selangor,,,www.cscsteel.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
353,Thong Guan Industries,,Manufacturing,plastics,Penang,,,www.thongguan.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
354,SCGM Bhd,,Manufacturing,packaging,Johor,,,www.scgm.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
355,BP Plastics Holding Bhd,,Manufacturing,packaging,Johor,,,www.bppplastics.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
356,Mega First Corp Bhd,,Manufacturing,packaging,Selangor,,,www.megafirst.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
357,Kian Joo Can Factory,,Manufacturing,packaging,Selangor,,,www.kianjoo.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
360,Sam Engineering & Equipment,,Manufacturing,aerospace,Penang,,,www.sammee.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
361,Engtex Group Bhd,,Manufacturing,metal,Selangor,,,www.engtex.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
364,Karex Bhd,,Manufacturing,healthcare,Selangor,,,www.karex.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
373,OldTown White Coffee,,Manufacturing,food,Perak,,,www.oldtown.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
374,Tealive / Loob Holdings,,Manufacturing,beverages,Selangor,,,www.tealive.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
375,ZUS Coffee,,Manufacturing,beverages,Selangor,,,www.zuscoffee.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
376,Secret Recipe Cakes & Cafe,,Manufacturing,food,Selangor,,,www.secretrecipe.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
377,Mamee-Double Decker Bhd,,Manufacturing,food,Malacca,,,www.mamee.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
378,Apollo Food Holdings Bhd,,Manufacturing,food,Johor,,,www.apollo.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
379,Khee San Bhd,,Manufacturing,food,Selangor,,,,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
380,Edaran Bhd,,Manufacturing,food,Selangor,,,,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:12:59
381,UMW Holdings Bhd,,Manufacturing,automotive,Selangor,,,www.umw.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
382,MBM Resources Bhd,,Manufacturing,automotive,KL,,,www.mbmr.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
383,APM Automotive Holdings,,Manufacturing,automotive,Selangor,,,www.apm.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
384,Thong Guan Industries Bhd,,Manufacturing,packaging,Penang,,,www.thongguan.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
387,Warisan TC Holdings Bhd,,Manufacturing,industrial,KL,,,www.warisantc.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
396,Citra Nusa Holdings Bhd,,Manufacturing,industrial,Johor,,,,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
397,Metronic Global Bhd,,Manufacturing,electronics,KL,,,www.metronic.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
399,ILB Group Bhd,,Manufacturing,industrial,KL,,,,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
404,KNM Group Bhd,,Manufacturing,industrial,Selangor,,,www.knm.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
405,RGB International Bhd,,Manufacturing,electronics,KL,,,www.rgbint.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
406,Mycron Steel Bhd,,Manufacturing,metal,Selangor,,,www.mycronsteel.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
407,Sinergia Perdana Bhd,,Manufacturing,plastics,KL,,,,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
424,Borneo Pulp & Paper S/B,,Manufacturing,paper,Sarawak,,,,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
437,Hiap Teck Venture Bhd,,Manufacturing,metal,Penang,,,www.hiaptek.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
438,Leader Steel Holdings Bhd,,Manufacturing,metal,Penang,,,www.leadersteel.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
439,Kim Hin Industry Bhd,,Manufacturing,ceramics,Sarawak,,,www.kimhin.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
440,Guocera Bhd,,Manufacturing,ceramics,Selangor,,,www.guocera.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
441,Chin Well Holdings Bhd,,Manufacturing,fasteners,Penang,,,www.chinwell.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
442,SYF Resources Bhd,,Manufacturing,furniture,Perak,,,www.syf.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
443,PGF Capital Bhd,,Manufacturing,insulation,Selangor,,,www.pgf.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:13:36
483,Lion Industries Corp Bhd,,Manufacturing,metal,KL,,,www.lionind.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:11
484,Malaysia Steel Works Bhd,,Manufacturing,metal,Selangor,,,www.masteel.com.my,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:11
485,Press Metal Bhd,,Manufacturing,metal,Sarawak,,,www.pressmetal.com,,,,,,,,,RM1850,manual_add,2026-07-17,75.0,,2026-07-17 02:14:11
